,sujeto,eeg_file,bad_channels,bad_muscle_components,bad_eog_components,alpha_components,ecg_components,trials_to_remove
Run2_TipoSesion1,sujeto_7\,sujeto7_ejec_2.hdf5,,20-9-11-21-22-23,0,,,
