,sujeto,eeg_file,bad_channels,bad_muscle_components,bad_eog_components,alpha_components,ecg_components,trials_to_remove
Run1_TipoSesion2,sujeto_7\,sujeto7_imag_1.hdf5,FP1-AF8,11-13-14-17-18-25-29,0,,,
