,sujeto,eeg_file,bad_channels,bad_muscle_components,bad_eog_components,alpha_components,ecg_components,trials_to_remove
Run2_TipoSesion1,sujeto_5\,sujeto5_ejec_2.hdf5,T8,1-2-16-18-20-21-23-24-27-29-22,0-3-4-6,7,,
