,sujeto,eeg_file,bad_channels,bad_muscle_components,bad_eog_components,alpha_components,ecg_components,trials_to_remove
Run1_TipoSesion2,sujeto_9\,sujeto9_imag_1.hdf5,FT8-T8,0-1-2-4-5-7-9-11-17-22-25-27-28-29-0-1-2-5-7-9-11-22-25-27-28-29,3,,6,
