,sujeto,eeg_file,bad_channels,bad_muscle_components,bad_eog_components,alpha_components,ecg_components,trials_to_remove
Run1_TipoSesion2,sujeto_6\,sujeto6_imag_1.hdf5,,6-12-22-25-27-28-16-26,0-2,,1,
