,sujeto,eeg_file,bad_channels,bad_muscle_components,bad_eog_components,alpha_components,ecg_components,trials_to_remove
Run2_TipoSesion2,sujeto_3\,sujeto3_imag_2.hdf5,P7,2-3-4-5-8-13-15-19-21-22-26-28-29,0-7,16-22,,
