,sujeto,eeg_file,bad_channels,bad_muscle_components,bad_eog_components,alpha_components,ecg_components,trials_to_remove
Run2_TipoSesion2,sujeto_4\,sujeto4_imag_2.hdf5,,3-9-13-15-16-17-18-19-21-22-23-25-26-28-4,0-1,,,
