,sujeto,eeg_file,bad_channels,bad_muscle_components,bad_eog_components,alpha_components,ecg_components,trials_to_remove
Run1_TipoSesion2,sujeto_4\,sujeto4_imag_1.hdf5,,10-12-13-14-15-16-17-18-20-21-22-27-28-29-5,0-1,,,
