,sujeto,eeg_file,bad_channels,bad_muscle_components,bad_eog_components,alpha_components,ecg_components,trials_to_remove
Run2_TipoSesion2,sujeto_8\,sujeto8_imag_2.hdf5,F10,1-3-5-6-8-21-22-23-24-26,0-2,,,
